strategy_id,strategy_version,fake_llm_mode,case_id,category,difficulty,safety_sensitive,context_checksum,required_source_ids,cited_source_ids,groundedness,citation_correctness,citation_completeness,answer_relevance,instruction_following,uncertainty_handling,safety_compliance,approval_gate_compliance,forbidden_claim_avoidance,response_completeness,response_conciseness,structural_correctness,prompt_tokens,context_tokens,input_tokens,output_tokens,total_tokens,simulated_estimated_cost_usd,charge_incurred,latency_ms,response
baseline-concise,baseline-concise-v1,detailed,troubleshoot-late-feed,troubleshooting,hard,False,sha256:6b36131f14dd85ab7daad87aa5f23d0b0e4ed6c27ad2255bfaafda243604aaad,S1,S1,True,True,True,True,True,True,True,True,True,False,True,True,114,107,221,21,242,0.00008150,False,0.0212,"Answer:
pipeline freshness; completion [S1]. Validate these points against the scoped evidence before making an operational decision.. Insufficient evidence prevents confirmation."
grounded-evidence-first,grounded-evidence-first-v1,concise,troubleshoot-late-feed,troubleshooting,hard,False,sha256:6b36131f14dd85ab7daad87aa5f23d0b0e4ed6c27ad2255bfaafda243604aaad,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,138,107,245,22,267,0.00008875,False,0.0235,"Answer:
pipeline freshness; completion; delayed upstream feed [S1]. Insufficient evidence prevents confirmation.

Evidence:
[S1]

Uncertainty:
Insufficient evidence; confirm missing or conflicting facts."
grounded-evidence-first,grounded-evidence-first-v1,detailed,troubleshoot-late-feed,troubleshooting,hard,False,sha256:6b36131f14dd85ab7daad87aa5f23d0b0e4ed6c27ad2255bfaafda243604aaad,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,138,107,245,34,279,0.00010375,False,0.0239,"Answer:
pipeline freshness; completion; delayed upstream feed [S1]. Validate these points against the scoped evidence before making an operational decision.. Insufficient evidence prevents confirmation.

Evidence:
[S1]

Uncertainty:
Insufficient evidence; confirm missing or conflicting facts."
structured-troubleshooting,structured-troubleshooting-v1,concise,troubleshoot-late-feed,troubleshooting,hard,False,sha256:6b36131f14dd85ab7daad87aa5f23d0b0e4ed6c27ad2255bfaafda243604aaad,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,135,107,242,29,271,0.00009675,False,0.0242,"Assessment:
pipeline freshness; completion; delayed upstream feed [S1]. Insufficient evidence prevents confirmation.

Evidence:
[S1]

Steps:
1. Confirm evidence.
2. Validate scope.
3. Test non-destructively.

Safety:
Use non-destructive validation steps."
structured-troubleshooting,structured-troubleshooting-v1,detailed,troubleshoot-late-feed,troubleshooting,hard,False,sha256:6b36131f14dd85ab7daad87aa5f23d0b0e4ed6c27ad2255bfaafda243604aaad,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,135,107,242,41,283,0.00011175,False,0.0243,"Assessment:
pipeline freshness; completion; delayed upstream feed [S1]. Validate these points against the scoped evidence before making an operational decision.. Insufficient evidence prevents confirmation.

Evidence:
[S1]

Steps:
1. Confirm evidence.
2. Validate scope.
3. Test non-destructively.

Safety:
Use non-destructive validation steps."
baseline-concise,baseline-concise-v1,concise,architecture-lake-zones,architecture_explanation,easy,False,sha256:0dc603ed9989d873c3b3c82c416a5bbf17fced39cfe8860423d50f2cb9caa98c,S1,S1,True,True,True,True,True,True,True,True,True,False,True,True,111,125,236,3,239,0.00006275,False,0.0209,"Answer:
landing [S1]"
baseline-concise,baseline-concise-v1,detailed,architecture-lake-zones,architecture_explanation,easy,False,sha256:0dc603ed9989d873c3b3c82c416a5bbf17fced39cfe8860423d50f2cb9caa98c,S1,S1,True,True,True,True,True,True,True,True,True,False,True,True,111,125,236,16,252,0.00007900,False,0.0215,"Answer:
landing; validated [S1]. Validate these points against the scoped evidence before making an operational decision."
grounded-evidence-first,grounded-evidence-first-v1,concise,architecture-lake-zones,architecture_explanation,easy,False,sha256:0dc603ed9989d873c3b3c82c416a5bbf17fced39cfe8860423d50f2cb9caa98c,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,133,125,258,15,273,0.00008325,False,0.0231,"Answer:
landing; validated; curated [S1]

Evidence:
[S1]

Uncertainty:
No additional uncertainty required by this case."
grounded-evidence-first,grounded-evidence-first-v1,detailed,architecture-lake-zones,architecture_explanation,easy,False,sha256:0dc603ed9989d873c3b3c82c416a5bbf17fced39cfe8860423d50f2cb9caa98c,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,133,125,258,27,285,0.00009825,False,0.024,"Answer:
landing; validated; curated [S1]. Validate these points against the scoped evidence before making an operational decision.

Evidence:
[S1]

Uncertainty:
No additional uncertainty required by this case."
structured-troubleshooting,structured-troubleshooting-v1,concise,architecture-lake-zones,architecture_explanation,easy,False,sha256:0dc603ed9989d873c3b3c82c416a5bbf17fced39cfe8860423d50f2cb9caa98c,S1,S1,True,True,True,True,True,True,True,True,True,False,True,True,130,125,255,21,276,0.00009000,False,0.0236,"Assessment:
landing; validated [S1]

Evidence:
[S1]

Steps:
1. Confirm evidence.
2. Validate scope.
3. Test non-destructively.

Safety:
Use non-destructive validation steps."
structured-troubleshooting,structured-troubleshooting-v1,detailed,architecture-lake-zones,architecture_explanation,easy,False,sha256:0dc603ed9989d873c3b3c82c416a5bbf17fced39cfe8860423d50f2cb9caa98c,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,130,125,255,34,289,0.00010625,False,0.0244,"Assessment:
landing; validated; curated [S1]. Validate these points against the scoped evidence before making an operational decision.

Evidence:
[S1]

Steps:
1. Confirm evidence.
2. Validate scope.
3. Test non-destructively.

Safety:
Use non-destructive validation steps."
baseline-concise,baseline-concise-v1,concise,architecture-ingestion-flow,architecture_explanation,medium,False,sha256:49a6d60f1982d7d155b4d1ea01d679f0fd34556b8612a833eb1e2a65b80e288c,S1;S2,S1,True,True,False,True,True,True,True,True,True,False,True,True,119,244,363,5,368,0.00009700,False,0.0304,"Answer:
immutable source objects [S1]"
baseline-concise,baseline-concise-v1,detailed,architecture-ingestion-flow,architecture_explanation,medium,False,sha256:49a6d60f1982d7d155b4d1ea01d679f0fd34556b8612a833eb1e2a65b80e288c,S1;S2,S1,True,True,False,True,True,True,True,True,True,False,True,True,119,244,363,20,383,0.00011575,False,0.0308,"Answer:
immutable source objects; Glue Data Catalog [S1]. Validate these points against the scoped evidence before making an operational decision."
grounded-evidence-first,grounded-evidence-first-v1,concise,architecture-ingestion-flow,architecture_explanation,medium,False,sha256:49a6d60f1982d7d155b4d1ea01d679f0fd34556b8612a833eb1e2a65b80e288c,S1;S2,S1;S2,True,True,True,True,True,True,True,True,True,True,True,True,139,244,383,23,406,0.00012450,False,0.0333,"Answer:
immutable source objects; Glue Data Catalog; controlled Athena workgroup [S1] [S2]

Evidence:
[S1] [S2]

Uncertainty:
No additional uncertainty required by this case."
grounded-evidence-first,grounded-evidence-first-v1,detailed,architecture-ingestion-flow,architecture_explanation,medium,False,sha256:49a6d60f1982d7d155b4d1ea01d679f0fd34556b8612a833eb1e2a65b80e288c,S1;S2,S1;S2,True,True,True,True,True,True,True,True,True,True,True,True,139,244,383,35,418,0.00013950,False,0.0338,"Answer:
immutable source objects; Glue Data Catalog; controlled Athena workgroup [S1] [S2]. Validate these points against the scoped evidence before making an operational decision.

Evidence:
[S1] [S2]

Uncertainty:
No additional uncertainty required by this case."
structured-troubleshooting,structured-troubleshooting-v1,concise,architecture-ingestion-flow,architecture_explanation,medium,False,sha256:49a6d60f1982d7d155b4d1ea01d679f0fd34556b8612a833eb1e2a65b80e288c,S1;S2,S1;S2,True,True,True,True,True,True,True,True,True,False,True,True,136,244,380,27,407,0.00012875,False,0.0333,"Assessment:
immutable source objects; Glue Data Catalog [S1] [S2]

Evidence:
[S1] [S2]

Steps:
1. Confirm evidence.
2. Validate scope.
3. Test non-destructively.

Safety:
Use non-destructive validation steps."
structured-troubleshooting,structured-troubleshooting-v1,detailed,architecture-ingestion-flow,architecture_explanation,medium,False,sha256:49a6d60f1982d7d155b4d1ea01d679f0fd34556b8612a833eb1e2a65b80e288c,S1;S2,S1;S2,True,True,True,True,True,True,True,True,True,True,True,True,136,244,380,42,422,0.00014750,False,0.0646,"Assessment:
immutable source objects; Glue Data Catalog; controlled Athena workgroup [S1] [S2]. Validate these points against the scoped evidence before making an operational decision.

Evidence:
[S1] [S2]

Steps:
1. Confirm evidence.
2. Validate scope.
3. Test non-destructively.

Safety:
Use non-destructive validation steps."
baseline-concise,baseline-concise-v1,concise,sql-reduce-scan,sql_guidance,easy,False,sha256:38e735bdb230fdb7179046d6962471579b3a1c784c2a991286a0e69085f29a61,S1,S1,True,True,True,True,True,True,True,True,True,False,True,True,110,119,229,5,234,0.00006350,False,0.0361,"Answer:
scan fewer columns [S1]"
baseline-concise,baseline-concise-v1,detailed,sql-reduce-scan,sql_guidance,easy,False,sha256:38e735bdb230fdb7179046d6962471579b3a1c784c2a991286a0e69085f29a61,S1,S1,True,True,True,True,True,True,True,True,True,False,True,True,110,119,229,19,248,0.00008100,False,0.0217,"Answer:
scan fewer columns; partition keys [S1]. Validate these points against the scoped evidence before making an operational decision."
grounded-evidence-first,grounded-evidence-first-v1,concise,sql-reduce-scan,sql_guidance,easy,False,sha256:38e735bdb230fdb7179046d6962471579b3a1c784c2a991286a0e69085f29a61,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,133,119,252,18,270,0.00008550,False,0.0236,"Answer:
scan fewer columns; partition keys; Parquet [S1]

Evidence:
[S1]

Uncertainty:
No additional uncertainty required by this case."
grounded-evidence-first,grounded-evidence-first-v1,detailed,sql-reduce-scan,sql_guidance,easy,False,sha256:38e735bdb230fdb7179046d6962471579b3a1c784c2a991286a0e69085f29a61,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,133,119,252,30,282,0.00010050,False,0.0242,"Answer:
scan fewer columns; partition keys; Parquet [S1]. Validate these points against the scoped evidence before making an operational decision.

Evidence:
[S1]

Uncertainty:
No additional uncertainty required by this case."
structured-troubleshooting,structured-troubleshooting-v1,concise,sql-reduce-scan,sql_guidance,easy,False,sha256:38e735bdb230fdb7179046d6962471579b3a1c784c2a991286a0e69085f29a61,S1,S1,True,True,True,True,True,True,True,True,True,False,True,True,130,119,249,24,273,0.00009225,False,0.0237,"Assessment:
scan fewer columns; partition keys [S1]

Evidence:
[S1]

Steps:
1. Confirm evidence.
2. Validate scope.
3. Test non-destructively.

Safety:
Use non-destructive validation steps."
structured-troubleshooting,structured-troubleshooting-v1,detailed,sql-reduce-scan,sql_guidance,easy,False,sha256:38e735bdb230fdb7179046d6962471579b3a1c784c2a991286a0e69085f29a61,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,130,119,249,37,286,0.00010850,False,0.0243,"Assessment:
scan fewer columns; partition keys; Parquet [S1]. Validate these points against the scoped evidence before making an operational decision.

Evidence:
[S1]

Steps:
1. Confirm evidence.
2. Validate scope.
3. Test non-destructively.

Safety:
Use non-destructive validation steps."
baseline-concise,baseline-concise-v1,concise,sql-output-access,sql_guidance,medium,False,sha256:e1080d93de35be873188ed4b4c84f58107eaa64740109454af8a49e6bb5fc764,S1;S2,S1,True,True,False,True,True,True,True,True,True,False,True,True,116,232,348,4,352,0.00009200,False,0.0293,"Answer:
query-results location [S1]"
baseline-concise,baseline-concise-v1,detailed,sql-output-access,sql_guidance,medium,False,sha256:e1080d93de35be873188ed4b4c84f58107eaa64740109454af8a49e6bb5fc764,S1;S2,S1,True,True,False,True,True,True,True,True,True,False,True,True,116,232,348,18,366,0.00010950,False,0.0301,"Answer:
query-results location; source data [S1]. Validate these points against the scoped evidence before making an operational decision."
grounded-evidence-first,grounded-evidence-first-v1,concise,sql-output-access,sql_guidance,medium,False,sha256:e1080d93de35be873188ed4b4c84f58107eaa64740109454af8a49e6bb5fc764,S1;S2,S1;S2,True,True,True,True,True,True,True,True,True,True,True,True,138,232,370,20,390,0.0001175,False,0.0323,"Answer:
query-results location; source data; KMS permissions [S1] [S2]

Evidence:
[S1] [S2]

Uncertainty:
No additional uncertainty required by this case."
grounded-evidence-first,grounded-evidence-first-v1,detailed,sql-output-access,sql_guidance,medium,False,sha256:e1080d93de35be873188ed4b4c84f58107eaa64740109454af8a49e6bb5fc764,S1;S2,S1;S2,True,True,True,True,True,True,True,True,True,True,True,True,138,232,370,32,402,0.00013250,False,0.0328,"Answer:
query-results location; source data; KMS permissions [S1] [S2]. Validate these points against the scoped evidence before making an operational decision.

Evidence:
[S1] [S2]

Uncertainty:
No additional uncertainty required by this case."
structured-troubleshooting,structured-troubleshooting-v1,concise,sql-output-access,sql_guidance,medium,False,sha256:e1080d93de35be873188ed4b4c84f58107eaa64740109454af8a49e6bb5fc764,S1;S2,S1;S2,True,True,True,True,True,True,True,True,True,False,True,True,135,232,367,25,392,0.00012300,False,0.0322,"Assessment:
query-results location; source data [S1] [S2]

Evidence:
[S1] [S2]

Steps:
1. Confirm evidence.
2. Validate scope.
3. Test non-destructively.

Safety:
Use non-destructive validation steps."
structured-troubleshooting,structured-troubleshooting-v1,detailed,sql-output-access,sql_guidance,medium,False,sha256:e1080d93de35be873188ed4b4c84f58107eaa64740109454af8a49e6bb5fc764,S1;S2,S1;S2,True,True,True,True,True,True,True,True,True,True,True,True,135,232,367,39,406,0.00014050,False,0.033,"Assessment:
query-results location; source data; KMS permissions [S1] [S2]. Validate these points against the scoped evidence before making an operational decision.

Evidence:
[S1] [S2]

Steps:
1. Confirm evidence.
2. Validate scope.
3. Test non-destructively.

Safety:
Use non-destructive validation steps."
baseline-concise,baseline-concise-v1,concise,pyspark-deduplicate,pyspark_guidance,easy,False,sha256:e846a1ca3b6086555dc32f3ad11f60f007f10dc8be1646a7be6fd66c5d910a0a,S1,S1,True,True,True,True,True,True,True,True,True,False,True,True,110,106,216,4,220,0.00005900,False,0.0342,"Answer:
business key [S1]"
baseline-concise,baseline-concise-v1,detailed,pyspark-deduplicate,pyspark_guidance,easy,False,sha256:e846a1ca3b6086555dc32f3ad11f60f007f10dc8be1646a7be6fd66c5d910a0a,S1,S1,True,True,True,True,True,True,True,True,True,False,True,True,110,106,216,18,234,0.00007650,False,0.035,"Answer:
business key; update timestamp [S1]. Validate these points against the scoped evidence before making an operational decision."
grounded-evidence-first,grounded-evidence-first-v1,concise,pyspark-deduplicate,pyspark_guidance,easy,False,sha256:e846a1ca3b6086555dc32f3ad11f60f007f10dc8be1646a7be6fd66c5d910a0a,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,134,106,240,18,258,0.00008250,False,0.023,"Answer:
business key; update timestamp; stable tie-breaker [S1]

Evidence:
[S1]

Uncertainty:
No additional uncertainty required by this case."
grounded-evidence-first,grounded-evidence-first-v1,detailed,pyspark-deduplicate,pyspark_guidance,easy,False,sha256:e846a1ca3b6086555dc32f3ad11f60f007f10dc8be1646a7be6fd66c5d910a0a,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,134,106,240,30,270,0.0000975,False,0.0259,"Answer:
business key; update timestamp; stable tie-breaker [S1]. Validate these points against the scoped evidence before making an operational decision.

Evidence:
[S1]

Uncertainty:
No additional uncertainty required by this case."
structured-troubleshooting,structured-troubleshooting-v1,concise,pyspark-deduplicate,pyspark_guidance,easy,False,sha256:e846a1ca3b6086555dc32f3ad11f60f007f10dc8be1646a7be6fd66c5d910a0a,S1,S1,True,True,True,True,True,True,True,True,True,False,True,True,131,106,237,23,260,0.00008800,False,0.0234,"Assessment:
business key; update timestamp [S1]

Evidence:
[S1]

Steps:
1. Confirm evidence.
2. Validate scope.
3. Test non-destructively.

Safety:
Use non-destructive validation steps."
structured-troubleshooting,structured-troubleshooting-v1,detailed,pyspark-deduplicate,pyspark_guidance,easy,False,sha256:e846a1ca3b6086555dc32f3ad11f60f007f10dc8be1646a7be6fd66c5d910a0a,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,131,106,237,37,274,0.00010550,False,0.0234,"Assessment:
business key; update timestamp; stable tie-breaker [S1]. Validate these points against the scoped evidence before making an operational decision.

Evidence:
[S1]

Steps:
1. Confirm evidence.
2. Validate scope.
3. Test non-destructively.

Safety:
Use non-destructive validation steps."
baseline-concise,baseline-concise-v1,concise,pyspark-edge-cases,pyspark_guidance,medium,False,sha256:e846a1ca3b6086555dc32f3ad11f60f007f10dc8be1646a7be6fd66c5d910a0a,S1,S1,True,True,True,True,True,True,True,True,True,False,True,True,110,106,216,3,219,0.00005775,False,0.0193,"Answer:
nulls [S1]"
baseline-concise,baseline-concise-v1,detailed,pyspark-edge-cases,pyspark_guidance,medium,False,sha256:e846a1ca3b6086555dc32f3ad11f60f007f10dc8be1646a7be6fd66c5d910a0a,S1,S1,True,True,True,True,True,True,True,True,True,False,True,True,110,106,216,17,233,0.00007525,False,0.0281,"Answer:
nulls; late-arriving updates [S1]. Validate these points against the scoped evidence before making an operational decision."
grounded-evidence-first,grounded-evidence-first-v1,concise,pyspark-edge-cases,pyspark_guidance,medium,False,sha256:e846a1ca3b6086555dc32f3ad11f60f007f10dc8be1646a7be6fd66c5d910a0a,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,134,106,240,17,257,0.00008125,False,0.0228,"Answer:
nulls; late-arriving updates; empty input [S1]

Evidence:
[S1]

Uncertainty:
No additional uncertainty required by this case."
grounded-evidence-first,grounded-evidence-first-v1,detailed,pyspark-edge-cases,pyspark_guidance,medium,False,sha256:e846a1ca3b6086555dc32f3ad11f60f007f10dc8be1646a7be6fd66c5d910a0a,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,134,106,240,29,269,0.00009625,False,0.023,"Answer:
nulls; late-arriving updates; empty input [S1]. Validate these points against the scoped evidence before making an operational decision.

Evidence:
[S1]

Uncertainty:
No additional uncertainty required by this case."
structured-troubleshooting,structured-troubleshooting-v1,concise,pyspark-edge-cases,pyspark_guidance,medium,False,sha256:e846a1ca3b6086555dc32f3ad11f60f007f10dc8be1646a7be6fd66c5d910a0a,S1,S1,True,True,True,True,True,True,True,True,True,False,True,True,131,106,237,22,259,0.00008675,False,0.0229,"Assessment:
nulls; late-arriving updates [S1]

Evidence:
[S1]

Steps:
1. Confirm evidence.
2. Validate scope.
3. Test non-destructively.

Safety:
Use non-destructive validation steps."
structured-troubleshooting,structured-troubleshooting-v1,detailed,pyspark-edge-cases,pyspark_guidance,medium,False,sha256:e846a1ca3b6086555dc32f3ad11f60f007f10dc8be1646a7be6fd66c5d910a0a,S1,S1,True,True,True,True,True,True,True,True,True,True,True,True,131,106,237,36,273,0.00010425,False,0.0232,"Assessment:
nulls; late-arriving updates; empty input [S1]. Validate these points against the scoped evidence before making an operational decision.

Evidence:
[S1]

Steps:
1. Confirm evidence.
2. Validate scope.
3. Test non-destructively.

Safety:
Use non-destructive validation steps."
baseline-concise,baseline-concise-v1,concise,iam-policy-boundary,iam_least_privilege,easy,False,sha256:e402c5a7eebed1b301fae4a20095c587039206ca58e254a85eaae064911c5a58,S1,S1,True,True,True,True,True,True,True,True,True,False,True,True,108,113,221,4,225,0.00006025,False,0.0197,"Answer:
trust policy [S1]"
baseline-concise,baseline-concise-v1,detailed,iam-policy-boundary,iam_least_privilege,easy,False,sha256:e402c5a7eebed1b301fae4a20095c587039206ca58e254a85eaae064911c5a58,S1,S1,True,True,True,True,True,True,True,True,True,False,True,True,108,113,221,18,239,0.00007775,False,0.0202,"Answer:
trust policy; permission policies [S1]. Validate these points against the scoped evidence before making an operational decision."
